aX,aY,aZ
0.01,0.656,-1.072
0.01,0.693,-1.127
0.023,0.706,-1.193
0.047,0.742,-1.218
0.062,0.751,-1.279
0.101,0.761,-1.308
0.141,0.773,-1.344
0.158,0.774,-1.369
0.191,0.779,-1.382
0.219,0.782,-1.401
0.224,0.791,-1.414
0.226,0.81,-1.417
0.214,0.831,-1.419
0.209,0.85,-1.415
0.208,0.86,-1.403
0.203,0.849,-1.417
0.183,0.845,-1.437
0.165,0.833,-1.439
0.156,0.835,-1.44
0.133,0.84,-1.431
0.109,0.858,-1.418
0.098,0.856,-1.403
0.064,0.854,-1.379
0.04,0.846,-1.367
0.033,0.827,-1.347
0.031,0.819,-1.336
0.029,0.802,-1.316
0.023,0.798,-1.302
0.015,0.772,-1.285
0.01,0.767,-1.273
0.013,0.759,-1.254
0.019,0.742,-1.125
0.019,0.732,-1.232
0.018,0.714,-1.213
0.023,0.704,-1.193
0.026,0.691,-1.184
0.034,0.675,-1.172
0.045,0.668,-1.165
0.051,0.66,-1.152
0.056,0.652,-1.139
0.064,0.628,-1.135
0.074,0.609,-1.115
0.094,0.595,-1.101
0.103,0.581,-1.088
0.109,0.561,-1.08
0.112,0.551,-1.063
0.118,0.541,-1.059
0.124,0.52,-1.057
0.135,0.518,-1.04
0.129,0.517,-1.018
0.132,0.479,-1.033
0.129,0.464,-1.021
0.126,0.455,-0.982
0.14,0.425,-0.982
0.147,0.364,-0.982
0.138,0.381,-0.92
0.16,0.339,-0.936
0.155,0.348,-0.911
0.15,0.36,-0.87
0.174,0.288,-0.941
0.188,0.237,-0.924
0.186,0.275,-0.83
0.214,0.281,-0.836
0.228,0.21,-0.886
0.244,0.175,-0.877
0.256,0.152,-0.869
0.256,0.223,-0.78
0.231,0.244,-0.76
0.243,0.122,-0.756
0.245,0.029,-0.758
0.252,0.056,-0.741
0.275,0.064,-0.72
0.296,0.038,-0.728
0.299,0.013,-0.698
0.306,-0.02,-0.68
0.3,-0.03,-0.678
0.296,-0.037,-0.649
0.304,-0.037,-0.641
0.31,-0.057,-0.614
0.32,-0.068,-0.606
0.32,-0.094,-0.595
0.324,-0.103,-0.578
0.336,-0.109,-0.549
0.358,-0.125,-0.539
0.366,-0.121,-0.497
0.373,-0.127,-0.479
0.378,-0.145,-0.459
0.379,-0.139,-0.423
0.382,-0.146,-0.393
0.404,-0.196,-0.373
0.413,-0.235,-0.347
0.423,-0.239,-0.29
0.446,-0.278,-0.276
0.616,-0.298,1.132
0.627,-0.307,1.163
0.639,-0.305,1.174
0.645,-0.305,1.195
0.654,-0.302,1.205
0.652,-0.292,1.225
0.648,-0.293,1.227
0.643,-0.285,1.23
0.635,-0.284,1.238
0.63,-0.285,1.245
0.623,-0.284,1.247
0.616,-0.265,1.234
0.601,-0.287,1.232
0.601,-0.312,1.219
0.593,-0.304,1.207
0.585,-0.283,1.176
0.58,-0.278,1.151
0.571,-0.279,1.137
0.559,-0.285,1.111
0.554,-0.283,1.082
0.547,-0.292,1.063
0.538,-0.316,1.053
0.536,-0.323,1.035
0.532,-0.319,1.025
0.526,-0.316,1.019
0.526,-0.316,1.007
0.526,-0.313,0.991
0.516,-0.314,0.983
0.512,-0.319,0.97
0.511,-0.319,0.966
0.514,-0.322,0.965
0.512,-0.329,0.959
0.517,-0.336,0.954
0.524,-0.34,0.94
0.524,-0.331,0.925
0.528,-0.332,0.903
0.535,-0.335,0.893
0.533,-0.337,0.869
0.536,-0.343,0.845
0.54,-0.348,0.843
0.547,-0.346,0.834
0.553,-0.333,0.827
0.55,-0.354,0.786
0.552,-0.361,0.746
0.566,-0.359,0.722
0.574,-0.36,0.708
0.574,-0.349,0.676
0.575,-0.361,0.646
0.583,-0.363,0.616
0.581,-0.363,0.603
0.578,-0.361,0.573
0.581,-0.363,0.555
0.589,-0.369,0.549
0.59,-0.374,0.528
0.594,-0.371,0.501
0.598,-0.371,0.491
0.599,-0.368,0.462
0.598,-0.374,0.435
0.602,-0.383,0.417
0.602,-0.384,0.393
0.605,-0.387,0.381
0.601,-0.396,0.364
0.596,-0.399,0.335
0.592,-0.399,0.325
0.588,-0.403,0.298
0.584,-0.398,0.273
0.579,-0.406,0.255
0.575,-0.403,0.235
0.569,-0.399,0.199
0.544,-0.403,0.174
0.535,-0.409,0.142
0.525,-0.403,0.109
0.513,-0.408,0.087
0.495,-0.407,0.062
0.485,-0.398,0.027
0.468,-0.411,0.017
0.456,-0.392,-0.002
0.436,-0.259,-0.037
0.43,-0.366,-0.056
0.424,-0.352,-0.091
0.423,-0.339,-0.131
0.41,-0.334,-0.153
0.393,-0.322,-0.198
0.39,-0.317,-0.232
0.379,-0.304,-0.258
0.371,-0.292,-0.302
0.37,-0.284,-0.346
0.366,-0.278,-0.392
0.365,-0.271,-0.414
0.36,-0.267,-0.464
0.355,-0.261,-0.504
0.338,-0.257,-0.535
0.316,-0.25,-0.548
0.292,-0.248,-0.566
0.279,-0.247,-0.584
0.258,-0.25,-0.586
0.25,-0.264,-0.594
0.233,-0.224,-0.559
0.213,-0.225,-0.619
0.25,-0.233,-0.567
0.242,-0.149,-0.615
0.244,-0.131,-0.695
0.271,-0.085,-0.752
0.294,-0.064,-0.786
0.305,-0.065,-0.829
0.314,-0.068,-0.858
0.322,-0.067,-0.869
0.326,-0.057,-0.892
0.322,-0.042,-0.93
0.33,-0.064,-0.923
0.294,0.006,-0.948
0.285,-0.006,-0.997
0.284,-0.027,-0.989
0.274,-0.048,-0.961
0.264,-0.023,-0.953
0.249,-0.016,-0.95
0.236,-0.011,-0.945
0.23,-0.014,-0.937
0.215,-0.006,-0.937
0.159,0.419,-1.442
0.164,0.428,-1.448
0.162,0.425,-1.438
0.154,0.42,-1.4
0.14,0.407,-1.38
0.131,0.392,-1.336
0.114,0.386,-1.285
0.101,0.373,-1.258
0.099,0.364,-1.208
0.097,0.36,-1.169
0.097,0.353,-1.157
0.099,0.349,-1.134
0.098,0.346,-1.114
0.098,0.345,-1.105
0.097,0.343,-1.091
0.095,0.339,-1.079
0.095,0.337,-1.054
0.102,0.333,-1.027
0.111,0.328,-1.009
0.113,0.326,-0.974
0.112,0.325,-0.951
0.111,0.324,-0.942
0.104,0.324,-0.932
0.097,0.324,-0.935
0.084,0.33,-0.936
0.078,0.332,-0.944
0.074,0.33,-0.956
0.077,0.332,-0.96
0.086,0.341,-0.965
0.087,0.345,-0.981
0.084,0.355,-0.99
0.082,0.37,-1.007
0.084,0.379,-1.019
0.09,0.385,-1.027
0.093,0.4,-1.049
0.097,0.411,-1.066
0.103,0.433,-1.078
0.107,0.445,-1.104
0.108,0.454,-1.125
0.114,0.458,-1.141
0.118,0.47,-1.146
0.12,0.487,-1.158
0.13,0.494,-1.162
0.133,0.503,-1.166
0.134,0.502,-1.176
0.136,0.5,-1.185
0.137,0.508,-1.188
0.139,0.509,-1.2
0.141,0.509,-1.202
0.145,0.504,-1.204
0.145,0.505,-1.203
0.148,0.506,-1.191
0.14,0.5,-1.184
0.137,0.493,-1.176
0.126,0.483,-1.169
0.116,0.477,-1.154
0.111,0.476,-1.142
0.098,0.475,-1.134
0.083,0.48,-1.132
0.076,0.48,-1.13
0.075,0.481,-1.127
0.068,0.478,-1.129
0.064,0.476,-1.134
0.06,0.488,-1.139
0.053,0.498,-1.153
0.052,0.514,-1.164
0.053,0.526,-1.188
0.053,0.533,-1.202
0.053,0.549,-1.235
0.056,0.555,-1.274
0.062,0.567,-1.297
0.063,0.578,-1.342
0.062,0.586,-1.383
0.06,0.598,-1.401
0.061,0.604,-1.436
0.058,0.603,-1.465
0.044,0.607,-1.477
0.035,0.625,-1.502
0.02,0.636,-1.52
0.006,0.651,-1.527
0.002,0.66,-1.547
-0.003,0.662,-1.553
-0.003,0.653,-1.57
-0.004,0.651,-1.571
-0.003,0.649,-1.57
-0.009,0.639,-1.569
-0.016,0.634,-1.559
-0.027,0.632,-1.548
-0.033,0.626,-1.545
-0.042,0.624,-1.542
-0.049,0.623,-1.539
-0.056,0.625,-1.537
-0.059,0.615,-1.525
-0.057,0.607,-1.506
-0.056,0.59,-1.498
-0.056,0.585,-1.478
-0.064,0.591,-1.45
-0.058,0.566,-1.441
-0.052,0.543,-1.412
-0.049,0.54,-1.375
-0.042,0.533,-1.361
-0.042,0.53,-1.332
-0.039,0.508,-1.306
-0.029,0.49,-1.273
-0.032,0.497,-1.245
-0.021,0.471,-1.22
-0.004,0.441,-1.189
0.001,0.431,-1.161
0.008,0.429,-1.104
0.026,0.424,-1.085
0.037,0.345,-1.096
0.035,0.35,-1.012
0.041,0.358,-0.945
0.063,0.347,-0.938
0.056,0.336,-0.936
0.052,0.325,-0.926
0.065,0.3,-0.915
0.101,0.252,-0.911
0.118,0.209,-0.89
0.643,-0.131,1.296
0.666,-0.147,1.328
0.668,-0.16,1.339
0.665,-0.132,1.349
0.657,-0.119,1.348
0.647,-0.108,1.336
0.643,-0.109,1.324
0.633,-0.116,1.32
0.631,-0.125,1.307
0.63,-0.13,1.288
0.63,-0.128,1.274
0.629,-0.127,1.247
0.627,-0.132,1.232
0.621,-0.143,1.206
0.62,-0.147,1.178
0.619,-0.151,1.163
0.612,-0.158,1.13
0.609,-0.165,1.105
0.604,-0.18,1.092
0.596,-0.198,1.07
0.59,-0.206,1.042
0.574,-0.21,1.033
0.57,-0.22,1.016
0.561,-0.224,1.003
0.549,-0.231,1
0.543,-0.243,0.99
0.533,-0.25,0.983
0.52,-0.252,0.973
0.515,-0.256,0.974
0.507,-0.261,0.978
0.504,-0.265,0.981
0.495,-0.266,0.982
0.492,-0.272,0.983
0.49,-0.278,0.983
0.491,-0.281,0.977
0.495,-0.278,0.974
0.495,-0.275,0.973
0.502,-0.277,0.972
0.508,-0.279,0.971
0.521,-0.281,0.967
0.524,-0.293,0.963
0.526,-0.296,0.963
0.542,-0.298,0.964
0.555,-0.303,0.956
0.554,-0.292,0.938
0.577,-0.304,0.923
0.601,-0.307,0.948
0.608,-0.297,0.915
0.608,-0.31,0.895
0.608,-0.305,0.873
0.602,-0.303,0.862
0.597,-0.31,0.838
0.589,-0.31,0.813
0.574,-0.303,0.798
0.569,-0.288,0.762
0.559,-0.277,0.719
0.537,-0.265,0.695
0.526,-0.257,0.658
0.506,-0.252,0.51
0.488,-0.244,0.601
0.489,-0.252,0.574
0.482,-0.275,0.559
0.475,-0.276,0.533
0.462,-0.276,0.504
0.451,-0.285,0.487
0.447,-0.288,0.462
0.436,-0.293,0.45
0.427,-0.3,0.427
0.429,-0.304,0.423
0.43,-0.315,0.403
0.422,-0.321,0.357
0.398,-0.315,0.324
0.393,-0.305,0.308
0.39,-0.295,0.276
0.38,-0.29,0.26
0.367,-0.282,0.226
0.36,-0.268,0.187
0.344,-0.261,0.151
0.328,-0.249,0.13
0.323,-0.241,0.093
0.318,-0.223,0.07
0.313,-0.207,0.02
0.296,-0.199,-0.035
0.284,-0.189,-0.052
0.278,-0.176,-0.105
0.263,-0.164,-0.157
0.251,-0.132,-0.19
0.238,-0.108,-0.253
0.233,-0.097,-0.322
0.223,-0.068,-0.357
0.214,-0.042,-0.426
0.209,-0.029,-0.492
0.202,-0.012,-0.52
0.201,0.006,-0.572
0.202,0.011,-0.603
0.198,0.019,-0.616
0.193,0.031,-0.65
0.185,0.035,-0.675
0.181,0.043,-0.687
0.179,0.047,-0.712
0.172,0.05,-0.725
0.166,0.056,-0.752
0.154,0.066,-0.783
0.142,0.082,-0.823
0.126,0.089,-0.866
0.111,0.107,-0.883
0.103,0.125,-0.917
0.091,0.146,-0.959
0.086,0.16,-1
0.068,0.189,-1.021
0.062,0.209,-1.064
0.056,0.221,-1.091
0.052,0.228,-1.129
0.038,0.166,-1.17
0.08,0.196,-1.076
0.018,0.364,-1.178
0.007,0.311,-1.281
0.043,0.286,-1.253
0.044,0.293,-1.287
0.107,0.722,-1.188
0.104,0.719,-1.204
0.102,0.709,-1.235
0.097,0.694,-1.262
0.09,0.688,-1.288
0.088,0.669,-1.29
0.09,0.646,-1.289
0.099,0.627,-1.276
0.101,0.598,-1.264
0.109,0.578,-1.234
0.113,0.561,-1.207
0.108,0.544,-1.193
0.1,0.544,-1.154
0.086,0.541,-1.133
0.069,0.54,-1.12
0.061,0.533,-1.097
0.061,0.526,-1.088
0.058,0.513,-1.075
0.049,0.51,-1.07
0.037,0.51,-1.072
0.031,0.515,-1.076
0.018,0.524,-1.085
0.005,0.539,-1.094
0.004,0.545,-1.12
0.018,0.55,-1.141
0.025,0.554,-1.185
0.04,0.557,-1.229
0.053,0.572,-1.245
0.056,0.586,-1.268
0.061,0.593,-1.285
0.066,0.598,-1.292
0.065,0.6,-1.307
0.062,0.609,-1.316
0.056,0.612,-1.334
0.051,0.614,-1.355
0.03,0.618,-1.362
0.024,0.619,-1.375
0.011,0.621,-1.383
-0.001,0.622,-1.385
-0.007,0.623,-1.389
-0.009,0.62,-1.398
-0.005,0.619,-1.405
-0.005,0.624,-1.403
0.001,0.61,-1.414
0.001,0.607,-1.417
0,0.602,-1.414
0,0.594,-1.409
-0.002,0.594,-1.398
-0.001,0.592,-1.389
0,0.587,-1.383
0.002,0.566,-1.367
0.001,0.567,-1.358
0.003,0.571,-1.342
0.002,0.57,-1.331
0.001,0.558,-1.313
0.004,0.548,-1.287
0.017,0.535,-1.274
0.024,0.509,-1.261
0.024,0.51,-1.246
0.032,0.488,-1.227
0.037,0.474,-1.213
0.037,0.452,-1.201
0.041,0.439,-1.161
0.052,0.429,-1.14
0.048,0.426,-1.134
0.05,0.403,-1.139
0.054,0.393,-1.118
0.062,0.405,-1.101
0.081,0.382,-1.101
0.088,0.352,-1.105
0.092,0.342,-1.091
0.114,0.318,-1.078
0.117,0.318,-1.048
0.139,0.282,-1.057
0.148,0.208,-1.055
0.148,0.227,-1.022
0.152,0.262,-0.984
0.16,0.247,-0.978
0.163,0.233,-0.959
0.164,0.187,-0.948
0.166,0.143,-0.928
0.178,0.134,-0.915
0.199,0.093,-0.916
0.199,0.121,-0.882
0.192,0.147,-0.861
0.201,0.129,-0.86
0.207,0.101,-0.874
0.224,0.004,-0.843
0.223,0.002,-0.842
0.244,0.11,-0.767
0.245,0.092,-0.834
0.245,0.034,-0.749
0.25,-0.072,-0.746
0.263,-0.107,-0.752
0.294,-0.134,-0.74
0.307,-0.101,-0.702
0.324,-0.1,-0.696
0.331,-0.107,-0.693
0.328,-0.119,-0.651
0.334,-0.125,-0.626
0.334,-0.117,-0.607
0.363,-0.163,-0.569
0.348,-0.022,-0.568
0.318,-0.13,-0.558
0.339,-0.157,-0.517
0.346,-0.211,-0.474
0.358,-0.234,-0.448
0.369,-0.258,-0.422
0.373,-0.258,-0.376
0.382,-0.255,-0.359
0.39,-0.276,-0.346
0.393,-0.281,-0.346
0.401,-0.283,-0.326
0.413,-0.302,-0.313
0.421,-0.322,-0.291
0.428,-0.326,-0.279
0.434,-0.325,-0.257
0.44,-0.333,-0.234
0.445,-0.342,-0.226
0.502,-0.356,1.169
0.501,-0.356,1.199
0.499,-0.349,1.204
0.494,-0.34,1.209
0.511,-0.344,1.226
0.529,-0.351,1.224
0.529,-0.343,1.202
0.523,-0.333,1.193
0.522,-0.318,1.182
0.524,-0.312,1.171
0.528,-0.302,1.164
0.532,-0.3,1.154
0.54,-0.304,1.135
0.547,-0.31,1.125
0.552,-0.325,1.108
0.551,-0.313,1.072
0.565,-0.335,1.077
0.569,-0.343,1.057
0.556,-0.34,1.038
0.535,-0.333,1.025
0.53,-0.339,1.009
0.524,-0.346,1.003
0.514,-0.353,0.997
0.504,-0.359,0.984
0.497,-0.365,0.969
0.485,-0.371,0.959
0.482,-0.377,0.949
0.476,-0.38,0.943
0.466,-0.386,0.939
0.463,-0.385,0.937
0.45,-0.385,0.934
0.447,-0.382,0.927
0.434,-0.379,0.928
0.432,-0.374,0.93
0.43,-0.373,0.931
0.424,-0.377,0.93
0.423,-0.377,0.932
0.425,-0.373,0.93
0.429,-0.368,0.929
0.435,-0.361,0.928
0.44,-0.357,0.926
0.457,-0.355,0.926
0.475,-0.356,0.923
0.485,-0.354,0.916
0.504,-0.349,0.913
0.513,-0.348,0.902
0.529,-0.348,0.897
0.55,-0.341,0.894
0.559,-0.343,0.877
0.571,-0.346,0.849
0.575,-0.346,0.836
0.581,-0.348,0.819
0.591,-0.344,0.816
0.593,-0.341,0.78
0.594,-0.338,0.763
0.593,-0.345,0.731
0.591,-0.348,0.7
0.588,-0.343,0.684
0.586,-0.339,0.654
0.583,-0.339,0.641
0.582,-0.343,0.612
0.581,-0.347,0.588
0.582,-0.349,0.574
0.582,-0.356,0.544
0.579,-0.361,0.523
0.584,-0.37,0.516
0.584,-0.364,0.487
0.588,-0.371,0.478
0.593,-0.385,0.458
0.593,-0.386,0.427
0.594,-0.395,0.41
0.592,-0.401,0.379
0.591,-0.402,0.354
0.599,-0.403,0.337
0.599,-0.401,0.294
0.599,-0.407,0.25
0.588,-0.405,0.227
0.579,-0.409,0.179
0.561,-0.413,0.132
0.548,-0.412,0.108
0.545,-0.404,0.062
0.55,-0.403,0.012
0.552,-0.405,-0.016
0.544,-0.412,-0.076
0.542,-0.416,-0.12
0.539,-0.419,-0.135
0.545,-0.427,-0.155
0.544,-0.451,-0.187
0.54,-0.46,-0.203
0.543,-0.468,-0.213
0.543,-0.478,-0.22
0.544,-0.482,-0.222
0.54,-0.492,-0.228
0.539,-0.491,-0.244
0.536,-0.486,-0.256
0.535,-0.488,-0.293
0.505,-0.471,-0.323
0.502,-0.473,-0.377
0.502,-0.491,-0.37
0.479,-0.46,-0.4
0.473,-0.46,-0.449
0.455,-0.461,-0.476
0.446,-0.481,-0.486
0.441,-0.489,-0.507
0.424,-0.485,-0.533
0.408,-0.477,-0.547
0.397,-0.471,-0.561
0.387,-0.474,-0.558
0.382,-0.462,-0.553
0.365,-0.45,-0.57
0.36,-0.437,-0.566
0.349,-0.431,-0.562
0.341,-0.427,-0.552
0.336,-0.417,-0.533
0.325,-0.408,-0.515
0.315,-0.394,-0.509
0.313,-0.378,-0.49
0.316,-0.369,-0.487
0.327,-0.354,-0.487
0.279,0.086,-1.676
0.27,0.107,-1.738
0.263,0.115,-1.768
0.254,0.121,-1.81
0.247,0.121,-1.83
0.223,0.111,-1.826
0.207,0.093,-1.792
0.177,0.079,-1.738
0.154,0.053,-1.7
0.144,0.021,-1.616
0.135,0.001,-1.574
0.131,-0.035,-1.486
0.134,-0.05,-1.397
0.143,-0.069,-1.357
0.15,-0.08,-1.285
0.151,-0.082,-1.223
0.157,-0.075,-1.198
0.172,-0.067,-1.151
0.19,-0.061,-1.108
0.202,-0.058,-1.066
0.223,-0.063,-1.05
0.234,-0.065,-1.032
0.238,-0.068,-1.034
0.24,-0.073,-1.037
0.239,-0.079,-1.063
0.237,-0.081,-1.099
0.236,-0.081,-1.115
0.236,-0.077,-1.146
0.235,-0.075,-1.175
0.234,-0.069,-1.185
0.236,-0.063,-1.214
0.239,-0.068,-1.245
0.247,-0.069,-1.26
0.242,-0.061,-1.289
0.239,-0.048,-1.31
0.234,-0.047,-1.33
0.23,-0.057,-1.338
0.228,-0.068,-1.35
0.22,-0.064,-1.373
0.214,-0.064,-1.381
0.212,-0.066,-1.398
0.211,-0.066,-1.413
0.207,-0.068,-1.419
0.2,-0.064,-1.434
0.199,-0.061,-1.444
0.199,-0.055,-1.45
0.199,-0.052,-1.465
0.2,-0.055,-1.481
0.196,-0.073,-1.49
0.183,-0.069,-1.499
0.177,-0.054,-1.507
0.173,-0.034,-1.509
0.17,-0.03,-1.509
0.171,-0.045,-1.507
0.178,-0.046,-1.492
0.179,-0.027,-1.482
0.186,-0.02,-1.451
0.19,-0.047,-1.414
0.198,-0.056,-1.272
0.202,-0.038,-1.34
0.213,-0.015,-1.29
0.225,-0.01,-1.266
0.224,-0.021,-1.224
0.229,-0.036,-1.191
0.232,-0.043,-1.169
0.238,-0.044,-1.145
0.24,-0.046,-1.132
0.236,-0.05,-1.12
0.241,-0.06,-1.096
0.248,-0.07,-1.074
0.25,-0.095,-1.057
0.249,-0.094,-1.042
0.251,-0.061,-1.034
0.256,-0.089,-1.026
0.256,-0.099,-1.004
0.243,-0.106,-1
0.243,-0.118,-0.994
0.244,-0.121,-0.976
0.252,-0.138,-0.961
0.252,-0.139,-0.922
0.254,-0.132,-0.897
0.256,-0.151,-0.887
0.267,-0.196,-0.874
0.239,-0.111,-0.797
0.282,-0.151,-0.825
0.281,-0.167,-0.754
0.274,-0.204,-0.738
0.279,-0.248,-0.724
0.3,-0.306,-0.72
0.316,-0.313,-0.704
0.329,-0.302,-0.677
0.345,-0.266,-0.669
0.354,-0.262,-0.636
0.361,-0.258,-0.622
0.355,-0.269,-0.61
0.358,-0.265,-0.585
0.351,-0.262,-0.564
0.35,-0.268,-0.548
0.352,-0.299,-0.529
0.347,-0.296,-0.491
0.348,-0.302,-0.471
0.351,-0.329,-0.438
0.359,-0.34,-0.397
0.37,-0.362,-0.379
0.375,-0.365,-0.346
0.375,-0.36,-0.304
0.376,-0.382,-0.287
0.375,-0.399,-0.254
0.377,-0.393,-0.222
0.386,-0.398,-0.202
0.389,-0.389,-0.171
0.398,-0.402,-0.131
0.409,-0.406,-0.117
0.424,-0.42,-0.092
0.427,-0.422,-0.075
0.437,-0.436,-0.067
0.448,-0.45,-0.054
0.444,-0.423,-0.036
0.448,-0.436,-0.045
0.503,-0.337,1.179
0.512,-0.32,1.191
0.534,-0.316,1.195
0.556,-0.31,1.198
0.564,-0.309,1.206
0.577,-0.303,1.206
0.578,-0.292,1.2
0.582,-0.291,1.204
0.571,-0.28,1.197
0.563,-0.257,1.21
0.561,-0.288,1.2
0.555,-0.322,1.201
0.545,-0.318,1.202
0.544,-0.319,1.203
0.533,-0.331,1.195
0.525,-0.346,1.176
0.509,-0.354,1.148
0.498,-0.379,1.134
0.493,-0.398,1.103
0.486,-0.406,1.086
0.478,-0.414,1.052
0.476,-0.413,1.014
0.473,-0.409,0.996
0.473,-0.413,0.964
0.475,-0.414,0.93
0.483,-0.415,0.914
0.488,-0.42,0.884
0.496,-0.421,0.864
0.5,-0.423,0.857
0.503,-0.421,0.855
0.499,-0.414,0.858
0.499,-0.413,0.863
0.497,-0.408,0.878
0.489,-0.402,0.881
0.487,-0.397,0.894
0.485,-0.397,0.911
0.48,-0.395,0.92
0.476,-0.389,0.94
0.469,-0.385,0.956
0.463,-0.38,0.965
0.46,-0.38,0.988
0.459,-0.381,0.999
0.462,-0.38,1.011
0.471,-0.382,1.017
0.476,-0.38,1.02
0.482,-0.38,1.019
0.489,-0.378,1.015
0.498,-0.374,1.007
0.501,-0.379,0.997
0.51,-0.371,0.995
0.515,-0.357,0.967
0.515,-0.364,0.93
0.527,-0.366,0.912
0.539,-0.354,0.884
0.543,-0.347,0.864
0.552,-0.347,0.853
0.558,-0.356,0.83
0.56,-0.361,0.798
0.554,-0.357,0.784
0.556,-0.359,0.762
0.552,-0.357,0.751
0.548,-0.361,0.722
0.54,-0.362,0.699
0.539,-0.368,0.69
0.537,-0.368,0.663
0.541,-0.374,0.632
0.538,-0.379,0.622
0.533,-0.381,0.592
0.53,-0.384,0.576
0.528,-0.378,0.543
0.518,-0.377,0.506
0.512,-0.379,0.492
0.511,-0.375,0.456
0.512,-0.369,0.436
0.514,-0.361,0.383
0.512,-0.355,0.322
0.516,-0.351,0.258
0.517,-0.338,0.224
0.516,-0.326,0.163
0.514,-0.319,0.102
0.513,-0.329,0.079
0.509,-0.329,0.034
0.505,-0.327,0.01
0.509,-0.337,-0.006
0.508,-0.346,-0.026
0.496,-0.348,-0.047
0.491,-0.355,-0.056
0.484,-0.359,-0.066
0.48,-0.366,-0.086
0.471,-0.368,-0.098
0.462,-0.368,-0.127
0.457,-0.36,-0.163
0.441,-0.357,-0.202
0.427,-0.347,-0.22
0.42,-0.343,-0.255
0.41,-0.341,-0.279
0.409,-0.339,-0.296
0.407,-0.335,-0.336
0.401,-0.333,-0.377
0.391,-0.327,-0.396
0.386,-0.325,-0.43
0.385,-0.326,-0.468
0.379,-0.323,-0.491
0.376,-0.312,-0.546
0.363,-0.305,-0.602
0.343,-0.292,-0.626
0.332,-0.289,-0.666
0.307,-0.289,-0.695
0.28,-0.296,-0.707
0.255,-0.302,-0.717
0.253,-0.322,-0.736
0.201,-0.295,-0.736
0.188,-0.314,-0.777
0.208,-0.306,-0.678
0.175,-0.276,-0.712
0.142,-0.235,-0.722
0.15,-0.22,-0.696
0.161,-0.219,-0.687
0.201,-0.238,-0.709
0.101,0.626,-1.223
0.097,0.672,-1.241
0.098,0.728,-1.28
0.104,0.757,-1.304
0.107,0.815,-1.373
0.108,0.852,-1.459
0.104,0.922,-1.499
0.108,0.972,-1.587
0.109,0.992,-1.654
0.117,1.009,-1.678
0.128,0.997,-1.704
0.152,0.979,-1.703
0.172,0.947,-1.694
0.185,0.891,-1.66
0.215,0.853,-1.632
0.239,0.763,-1.568
0.246,0.716,-1.496
0.246,0.63,-1.457
0.243,0.575,-1.374
0.221,0.572,-1.271
0.185,0.573,-1.223
0.166,0.584,-1.137
0.122,0.585,-1.078
0.081,0.579,-1.057
0.064,0.564,-1.03
0.041,0.564,-1.005
0.019,0.568,-0.997
0.009,0.572,-1
0,0.572,-1.003
0.014,0.558,-1.011
0.027,0.529,-1.028
0.056,0.518,-1.048
0.082,0.51,-1.06
0.108,0.513,-1.086
0.115,0.519,-1.109
0.121,0.543,-1.123
0.117,0.584,-1.161
0.112,0.604,-1.214
0.108,0.637,-1.244
0.105,0.663,-1.31
0.089,0.678,-1.388
0.069,0.704,-1.425
0.058,0.724,-1.493
0.041,0.733,-1.545
0.03,0.746,-1.57
0.023,0.753,-1.618
0.014,0.762,-1.664
0.006,0.777,-1.681
0.001,0.778,-1.703
-0.001,0.774,-1.71
-0.008,0.755,-1.714
-0.011,0.749,-1.702
-0.021,0.75,-1.678
-0.023,0.742,-1.666
-0.029,0.742,-1.645
-0.034,0.74,-1.619
-0.038,0.728,-1.606
-0.039,0.728,-1.57
-0.035,0.725,-1.531
-0.041,0.73,-1.498
-0.042,0.729,-1.482
-0.041,0.722,-1.444
-0.031,0.705,-1.416
-0.021,0.691,-1.397
0.012,0.697,-1.334
0.027,0.685,-1.281
0.049,0.655,-1.254
0.055,0.618,-1.225
0.052,0.618,-1.174
0.066,0.618,-1.159
0.079,0.586,-1.134
0.078,0.584,-1.126
0.08,0.577,-1.086
0.093,0.418,-1.129
0.096,0.471,-1.11
0.102,0.497,-1.062
0.11,0.46,-1.05
0.107,0.445,-1.037
0.099,0.42,-1.012
0.105,0.404,-0.989
0.12,0.337,-0.983
0.123,0.346,-0.906
0.124,0.369,-0.848
0.138,0.325,-0.858
0.141,0.248,-0.841
0.138,0.235,-0.818
0.142,0.285,-0.713
0.173,0.298,-0.777
0.173,0.228,-0.695
0.16,0.182,-0.653
0.162,0.085,-0.64
0.179,0.08,-0.627
0.192,0.073,-0.6
0.224,0.067,-0.564
0.249,0.051,-0.543
0.257,0.044,-0.498
0.264,0.037,-0.442
0.259,0.027,-0.414
0.255,0.038,-0.34
0.261,0.028,-0.32
0.275,-0.024,-0.298
0.277,-0.099,-0.29
0.288,-0.119,-0.263
0.333,-0.146,-0.248
0.355,-0.175,-0.233
0.377,-0.189,-0.216
0.378,-0.192,-0.213
0.376,-0.187,-0.194
0.364,-0.168,-0.149
0.356,-0.156,-0.119
0.353,-0.257,-0.17
0.366,-0.254,-0.093
0.362,-0.255,-0.07
0.372,-0.283,-0.067
0.371,-0.277,-0.055
0.361,-0.272,-0.039
0.379,-0.305,-0.02
0.354,-0.267,-0.013
0.345,-0.273,0.033
0.024,1.253,-1.495
0.203,1.913,-1.539
0.19,1.527,-1.425
0.041,1.311,-0.918
0.046,1.06,-0.763
