aX,aY,aZ
0.044,0.592,-1.087
0.063,0.62,-1.061
0.06,0.581,-1.131
0.054,0.592,-1.087
0.067,0.533,-1.077
0.07,0.509,-1.045
0.074,0.49,-1.039
0.071,0.468,-1.018
0.562,-0.252,1.212
0.565,-0.27,1.247
0.564,-0.265,1.247
0.567,-0.238,1.264
0.58,-0.208,1.329
0.601,-0.212,1.346
0.61,-0.214,1.347
0.615,-0.21,1.361
0.62,-0.208,1.358
0.64,-0.264,1.405
0.656,-0.268,1.441
0.664,-0.267,1.441
0.658,-0.265,1.442
0.653,-0.258,1.423
0.63,-0.245,1.415
0.633,-0.234,1.388
0.632,-0.358,1.355
0.623,-0.315,1.33
0.612,-0.35,1.287
0.588,-0.343,1.261
0.591,-0.332,1.255
0.592,-0.327,1.234
0.573,-0.306,1.217
0.558,-0.273,1.175
0.527,-0.265,1.124
0.511,-0.269,1.107
0.504,-0.285,1.067
0.491,-0.292,1.034
0.483,-0.302,1.022
0.482,-0.305,1.009
0.482,-0.306,1.003
0.478,-0.299,0.994
0.479,-0.294,0.989
0.483,-0.291,0.984
0.485,-0.295,0.975
0.486,-0.299,0.962
0.491,-0.312,0.954
0.495,-0.322,0.937
0.513,-0.327,0.933
0.541,-0.332,0.929
0.549,-0.326,0.913
0.568,-0.322,0.888
0.591,-0.331,0.876
0.597,-0.326,0.849
0.606,-0.329,0.821
0.61,-0.327,0.796
0.618,-0.32,0.781
0.627,-0.311,0.748
0.632,-0.313,0.72
0.632,-0.308,0.705
0.631,-0.316,0.663
0.635,-0.319,0.648
0.646,-0.335,0.644
0.647,-0.345,0.619
0.633,-0.335,0.575
0.614,-0.295,0.54
0.612,-0.258,0.472
0.624,-0.251,0.46
0.641,-0.269,0.451
0.646,-0.284,0.436
0.651,-0.31,0.426
0.647,-0.325,0.393
0.642,-0.328,0.352
0.634,-0.335,0.333
0.63,-0.339,0.305
0.625,-0.345,0.281
0.616,-0.357,0.274
0.619,-0.357,0.282
0.607,-0.357,0.245
0.585,-0.36,0.226
0.579,-0.353,0.208
0.569,-0.351,0.19
0.563,-0.357,0.178
0.556,-0.351,0.161
0.546,-0.348,0.143
0.553,-0.358,0.141
0.552,-0.337,0.13
0.562,-0.341,0.117
0.569,-0.343,0.09
0.563,-0.341,0.053
0.564,-0.345,0.034
0.565,-0.349,0
0.566,-0.349,-0.041
0.566,-0.342,-0.059
0.561,-0.342,-0.101
0.555,-0.343,-0.139
0.549,-0.345,-0.157
0.543,-0.346,-0.212
0.532,-0.346,-0.246
0.514,-0.341,-0.261
0.508,-0.34,-0.29
0.497,-0.339,-0.312
0.486,-0.334,-0.32
0.483,-0.333,-0.332
0.477,-0.331,-0.348
0.47,-0.327,-0.354
0.478,-0.344,-0.387
0.46,-0.334,-0.386
0.447,-0.306,-0.404
0.499,-0.364,-0.364
0.473,-0.297,-0.399
0.432,-0.271,-0.457
0.447,-0.26,-0.454
0.441,-0.265,-0.472
0.43,-0.276,-0.526
0.429,-0.282,-0.538
0.429,-0.288,-0.538
0.433,-0.274,-0.568
0.41,-0.257,-0.611
0.391,-0.228,-0.619
0.388,-0.218,-0.641
0.373,-0.216,-0.678
0.364,-0.211,-0.691
0.363,-0.216,-0.712
0.353,-0.212,-0.728
0.355,-0.214,-0.738
0.348,-0.223,-0.765
0.325,-0.208,-0.785
0.347,-0.276,-0.747
0.203,0.423,-1.38
0.202,0.421,-1.381
0.187,0.413,-1.382
0.18,0.407,-1.378
0.17,0.396,-1.377
0.163,0.415,-1.382
0.16,0.421,-1.402
0.153,0.437,-1.417
0.145,0.466,-1.445
0.147,0.488,-1.469
0.146,0.527,-1.485
0.144,0.554,-1.516
0.147,0.558,-1.548
0.156,0.581,-1.569
0.168,0.59,-1.61
0.193,0.608,-1.629
0.22,0.628,-1.666
0.234,0.633,-1.696
0.255,0.637,-1.702
0.266,0.619,-1.698
0.27,0.583,-1.67
0.275,0.572,-1.615
0.271,0.549,-1.578
0.27,0.517,-1.502
0.253,0.506,-1.428
0.235,0.484,-1.394
0.227,0.463,-1.322
0.213,0.451,-1.254
0.204,0.426,-1.221
0.196,0.394,-1.156
0.175,0.382,-1.103
0.15,0.36,-1.081
0.142,0.346,-1.044
0.133,0.338,-1.017
0.131,0.321,-1.007
0.13,0.308,-0.986
0.131,0.304,-0.98
0.138,0.297,-0.968
0.14,0.296,-0.956
0.139,0.296,-0.954
0.135,0.31,-0.962
0.123,0.321,-0.978
0.12,0.343,-0.991
0.12,0.354,-1.016
0.123,0.355,-1.046
0.129,0.358,-1.061
0.131,0.36,-1.096
0.127,0.365,-1.134
0.132,0.375,-1.153
0.135,0.388,-1.196
0.135,0.395,-1.245
0.136,0.415,-1.271
0.135,0.434,-1.327
0.135,0.444,-1.382
0.131,0.459,-1.409
0.127,0.465,-1.462
0.114,0.473,-1.507
0.104,0.487,-1.53
0.103,0.486,-1.577
0.093,0.485,-1.619
0.079,0.486,-1.64
0.073,0.487,-1.677
0.062,0.49,-1.689
0.055,0.493,-1.713
0.05,0.494,-1.725
0.029,0.499,-1.73
0.02,0.517,-1.727
0.009,0.517,-1.716
0.004,0.51,-1.706
0.006,0.499,-1.682
0.007,0.494,-1.649
0.004,0.491,-1.635
0.002,0.495,-1.599
0.006,0.497,-1.577
0.015,0.489,-1.543
0.019,0.484,-1.506
0.019,0.484,-1.487
0.02,0.479,-1.459
0.022,0.481,-1.418
0.031,0.48,-1.374
0.043,0.468,-1.354
0.048,0.447,-1.32
0.041,0.445,-1.303
0.034,0.453,-1.265
0.038,0.45,-1.23
0.05,0.432,-1.217
0.06,0.408,-1.175
0.061,0.4,-1.134
0.074,0.374,-1.13
0.085,0.333,-1.12
0.092,0.353,-1.054
0.09,0.362,-1.007
0.107,0.347,-0.999
0.107,0.32,-0.979
0.117,0.302,-0.963
0.122,0.276,-0.92
0.132,0.261,-0.901
0.143,0.25,-0.898
0.172,0.133,-0.947
0.166,0.198,-0.86
0.17,0.223,-0.836
0.172,0.252,-0.822
0.176,0.232,-0.784
0.19,0.203,-0.736
0.191,0.151,-0.725
0.207,0.102,-0.716
0.214,0.065,-0.724
0.245,0.041,-0.694
0.259,0.045,-0.69
0.261,0.053,-0.675
0.275,0.035,-0.667
0.291,0.017,-0.621
0.292,0.008,-0.579
0.303,-0.004,-0.567
0.308,-0.039,-0.52
0.304,-0.025,-0.473
0.308,-0.058,-0.453
0.314,-0.106,-0.433
0.322,-0.112,-0.415
0.65,-0.394,0.987
0.662,-0.413,0.98
0.669,-0.395,1.019
0.7,-0.387,1.045
0.72,-0.387,1.041
0.72,-0.371,1.033
0.716,-0.359,1.013
0.715,-0.361,1
0.716,-0.364,0.979
0.708,-0.359,0.963
0.701,-0.346,0.936
0.698,-0.344,0.922
0.695,-0.344,0.92
0.69,-0.338,0.922
0.689,-0.339,0.931
0.683,-0.346,0.933
0.679,-0.365,0.941
0.667,-0.374,0.944
0.65,-0.382,0.946
0.644,-0.389,0.949
0.623,-0.394,0.946
0.612,-0.397,0.944
0.601,-0.397,0.947
0.587,-0.405,0.946
0.581,-0.412,0.941
0.572,-0.414,0.929
0.569,-0.415,0.922
0.567,-0.416,0.906
0.563,-0.413,0.899
0.557,-0.41,0.886
0.559,-0.406,0.88
0.556,-0.405,0.87
0.556,-0.405,0.865
0.557,-0.408,0.858
0.554,-0.407,0.854
0.553,-0.404,0.855
0.554,-0.4,0.861
0.549,-0.397,0.862
0.548,-0.394,0.869
0.548,-0.39,0.879
0.548,-0.387,0.883
0.551,-0.382,0.893
0.551,-0.382,0.903
0.553,-0.386,0.91
0.554,-0.386,0.922
0.555,-0.384,0.924
0.56,-0.377,0.928
0.562,-0.375,0.929
0.572,-0.37,0.928
0.574,-0.359,0.922
0.574,-0.354,0.911
0.58,-0.349,0.907
0.584,-0.345,0.896
0.589,-0.329,0.889
0.59,-0.32,0.871
0.593,-0.31,0.847
0.605,-0.3,0.835
0.612,-0.298,0.812
0.627,-0.294,0.79
0.64,-0.297,0.774
0.642,-0.299,0.733
0.644,-0.295,0.714
0.645,-0.292,0.683
0.656,-0.298,0.661
0.664,-0.309,0.652
0.668,-0.321,0.627
0.67,-0.32,0.604
0.677,-0.327,0.595
0.678,-0.335,0.567
0.675,-0.341,0.532
0.662,-0.352,0.516
0.651,-0.356,0.491
0.631,-0.356,0.48
0.621,-0.36,0.453
0.614,-0.359,0.413
0.601,-0.361,0.395
0.593,-0.358,0.357
0.581,-0.357,0.334
0.566,-0.354,0.311
0.559,-0.351,0.257
0.545,-0.349,0.213
0.534,-0.352,0.186
0.526,-0.343,0.127
0.522,-0.348,0.098
0.511,-0.329,0.05
0.504,-0.334,-0.006
0.506,-0.339,-0.029
0.504,-0.328,-0.088
0.499,-0.331,-0.146
0.497,-0.355,-0.176
0.491,-0.368,-0.231
0.479,-0.375,-0.275
0.464,-0.385,-0.294
0.454,-0.389,-0.331
0.444,-0.394,-0.346
0.435,-0.402,-0.362
0.432,-0.409,-0.369
0.427,-0.413,-0.368
0.42,-0.419,-0.372
0.418,-0.422,-0.38
0.412,-0.417,-0.395
0.404,-0.408,-0.405
0.403,-0.399,-0.431
0.407,-0.391,-0.466
0.405,-0.375,-0.477
0.404,-0.361,-0.501
0.403,-0.353,-0.515
0.406,-0.339,-0.521
0.408,-0.342,-0.538
0.424,-0.347,-0.555
0.41,-0.296,-0.536
0.425,-0.338,-0.584
0.489,-0.306,-0.522
0.449,-0.252,-0.539
0.424,-0.259,-0.602
0.426,-0.287,-0.575
0.424,-0.307,-0.596
0.416,-0.321,-0.62
0.418,-0.316,-0.61
0.226,0.446,-1.346
0.216,0.459,-1.36
0.214,0.486,-1.397
0.207,0.511,-1.45
0.234,0.52,-1.464
0.237,0.539,-1.508
0.237,0.558,-1.556
0.238,0.577,-1.598
0.246,0.574,-1.622
0.251,0.572,-1.627
0.251,0.567,-1.622
0.253,0.556,-1.61
0.252,0.523,-1.592
0.246,0.486,-1.539
0.219,0.477,-1.478
0.195,0.46,-1.445
0.186,0.433,-1.377
0.177,0.418,-1.307
0.176,0.382,-1.276
0.175,0.347,-1.22
0.169,0.333,-1.174
0.149,0.309,-1.154
0.142,0.304,-1.12
0.126,0.306,-1.1
0.112,0.312,-1.095
0.103,0.315,-1.084
0.094,0.31,-1.075
0.096,0.311,-1.07
0.096,0.311,-1.067
0.105,0.309,-1.068
0.115,0.306,-1.071
0.122,0.306,-1.078
0.138,0.306,-1.088
0.153,0.306,-1.091
0.158,0.308,-1.103
0.166,0.311,-1.11
0.175,0.318,-1.133
0.176,0.317,-1.171
0.172,0.324,-1.19
0.165,0.332,-1.235
0.154,0.337,-1.276
0.147,0.345,-1.296
0.144,0.351,-1.337
0.133,0.351,-1.373
0.117,0.349,-1.396
0.108,0.36,-1.425
0.098,0.364,-1.453
0.089,0.362,-1.465
0.084,0.356,-1.487
0.075,0.349,-1.62
0.068,0.339,-1.509
0.065,0.332,-1.523
0.061,0.33,-1.526
0.062,0.335,-1.535
0.059,0.343,-1.54
0.062,0.355,-1.541
0.062,0.358,-1.542
0.062,0.359,-1.532
0.067,0.363,-1.528
0.072,0.359,-1.513
0.081,0.352,-1.379
0.086,0.352,-1.476
0.087,0.346,-1.449
0.085,0.348,-1.433
0.082,0.343,-1.412
0.082,0.337,-1.39
0.078,0.336,-1.369
0.078,0.329,-1.358
0.074,0.326,-1.333
0.076,0.31,-1.318
0.07,0.313,-1.296
0.076,0.3,-1.277
0.081,0.296,-1.249
0.092,0.284,-1.231
0.098,0.251,-1.212
0.109,0.241,-1.202
0.113,0.237,-1.169
0.115,0.243,-1.132
0.122,0.239,-1.118
0.127,0.195,-1.11
0.119,0.205,-1.062
0.134,0.168,-1.067
0.134,0.181,-1.026
0.145,0.163,-1.018
0.141,0.153,-0.996
0.146,0.099,-0.997
0.167,0.062,-1.001
0.158,0.14,-0.903
0.186,0.107,-0.927
0.213,0.029,-0.919
0.199,0.054,-0.875
0.203,0.024,-0.865
0.209,0.074,-0.75
0.218,0.11,-0.772
0.225,0.007,-0.722
0.214,-0.036,-0.692
0.218,-0.082,-0.676
0.243,-0.088,-0.666
0.275,-0.078,-0.66
0.287,-0.077,-0.653
0.315,-0.124,-0.641
0.297,-0.096,-0.631
0.299,-0.098,-0.608
0.305,-0.102,-0.601
0.311,-0.121,-0.585
0.313,-0.155,-0.575
0.309,-0.177,-0.568
0.313,-0.197,-0.557
0.321,-0.216,-0.535
0.343,-0.25,-0.521
0.347,-0.27,-0.491
0.356,-0.275,-0.456
0.358,-0.276,-0.442
0.356,-0.28,-0.424
0.355,-0.285,-0.404
0.335,-0.241,-0.357
0.361,-0.245,-0.352
0.344,-0.306,-0.426
0.387,-0.349,-0.353
0.669,-0.383,1.006
0.679,-0.409,1.01
0.677,-0.418,1.003
0.673,-0.425,0.997
0.673,-0.42,0.987
0.663,-0.42,0.991
0.654,-0.431,0.99
0.634,-0.425,0.983
0.612,-0.414,0.981
0.605,-0.406,0.974
0.583,-0.405,0.972
0.563,-0.403,0.973
0.543,-0.395,0.983
0.538,-0.393,0.992
0.531,-0.389,0.996
0.525,-0.395,1.003
0.524,-0.398,1.009
0.528,-0.401,1.01
0.529,-0.407,1.009
0.532,-0.411,1.006
0.547,-0.419,1.001
0.565,-0.424,0.987
0.573,-0.429,0.961
0.581,-0.436,0.948
0.582,-0.435,0.922
0.582,-0.435,0.899
0.587,-0.429,0.891
0.589,-0.425,0.872
0.595,-0.424,0.859
0.602,-0.425,0.855
0.604,-0.423,0.844
0.609,-0.421,0.831
0.611,-0.414,0.828
0.613,-0.407,0.824
0.612,-0.404,0.819
0.61,-0.395,0.818
0.61,-0.382,0.82
0.605,-0.372,0.829
0.598,-0.356,0.834
0.592,-0.34,0.852
0.586,-0.335,0.877
0.583,-0.328,0.888
0.583,-0.326,0.916
0.582,-0.327,0.94
0.581,-0.327,0.95
0.584,-0.328,0.97
0.59,-0.326,0.986
0.599,-0.32,0.994
0.605,-0.315,1.011
0.625,-0.315,1.009
0.638,-0.314,1.007
0.644,-0.318,0.995
0.65,-0.318,0.973
0.652,-0.314,0.966
0.654,-0.305,0.949
0.659,-0.299,0.931
0.667,-0.294,0.921
0.671,-0.292,0.904
0.678,-0.292,0.892
0.683,-0.293,0.872
0.689,-0.294,0.835
0.694,-0.287,0.822
0.702,-0.324,0.81
0.713,-0.333,0.787
0.698,-0.332,0.764
0.687,-0.32,0.712
0.681,-0.322,0.663
0.679,-0.322,0.651
0.673,-0.321,0.624
0.659,-0.327,0.608
0.652,-0.329,0.568
0.64,-0.329,0.53
0.63,-0.334,0.512
0.624,-0.344,0.474
0.605,-0.35,0.433
0.598,-0.354,0.387
0.578,-0.359,0.348
0.557,-0.361,0.331
0.55,-0.366,0.305
0.543,-0.368,0.27
0.527,-0.375,0.246
0.52,-0.386,0.201
0.514,-0.382,0.161
0.52,-0.411,0.136
0.52,-0.413,0.111
0.505,-0.41,0.06
0.499,-0.411,0.036
0.499,-0.412,-0.008
0.488,-0.409,-0.042
0.481,-0.425,-0.06
0.477,-0.425,-0.078
0.475,-0.428,-0.097
0.477,-0.425,-0.109
0.493,-0.428,-0.122
0.505,-0.429,-0.158
0.506,-0.448,-0.209
0.498,-0.46,-0.267
0.476,-0.468,-0.296
0.461,-0.462,-0.345
0.447,-0.457,-0.403
0.427,-0.453,-0.446
0.406,-0.447,-0.462
0.387,-0.448,-0.493
0.381,-0.448,-0.509
0.377,-0.452,-0.515
0.375,-0.461,-0.518
0.371,-0.466,-0.518
0.368,-0.467,-0.511
0.37,-0.47,-0.504
0.373,-0.47,-0.496
0.377,-0.468,-0.497
0.387,-0.465,-0.501
0.393,-0.455,-0.507
0.397,-0.452,-0.514
0.405,-0.441,-0.516
0.419,-0.429,-0.518
0.425,-0.414,-0.531
0.431,-0.395,-0.551
0.451,-0.388,-0.553
0.203,0.564,-1.303
0.206,0.579,-1.348
0.209,0.606,-1.379
0.213,0.626,-1.435
0.22,0.641,-1.472
0.226,0.656,-1.491
0.232,0.655,-1.53
0.239,0.657,-1.533
0.244,0.639,-1.531
0.249,0.61,-1.498
0.255,0.592,-1.475
0.245,0.556,-1.429
0.237,0.54,-1.378
0.219,0.518,-1.352
0.204,0.499,-1.301
0.2,0.478,-1.252
0.188,0.468,-1.208
0.175,0.446,-1.19
0.161,0.435,-1.151
0.153,0.437,-1.122
0.133,0.439,-1.112
0.117,0.441,-1.1
0.109,0.445,-1.098
0.097,0.452,-1.1
0.096,0.459,-1.111
0.101,0.458,-1.124
0.112,0.452,-1.131
0.114,0.441,-1.146
0.121,0.435,-1.152
0.128,0.421,-1.153
0.134,0.416,-1.147
0.138,0.413,-1.148
0.139,0.426,-1.155
0.139,0.435,-1.177
0.134,0.455,-1.186
0.134,0.47,-1.213
0.132,0.475,-1.242
0.125,0.483,-1.261
0.12,0.489,-1.295
0.11,0.488,-1.314
0.109,0.5,-1.345
0.104,0.504,-1.379
0.098,0.506,-1.394
0.092,0.508,-1.425
0.087,0.514,-1.436
0.084,0.509,-1.454
0.082,0.504,-1.475
0.079,0.505,-1.477
0.076,0.501,-1.489
0.072,0.503,-1.494
0.07,0.501,-1.493
0.069,0.496,-1.491
0.072,0.482,-1.486
0.071,0.479,-1.472
0.075,0.48,-1.459
0.072,0.484,-1.453
0.07,0.499,-1.432
0.067,0.497,-1.409
0.066,0.482,-1.397
0.062,0.478,-1.372
0.056,0.478,-1.356
0.053,0.474,-1.323
0.055,0.455,-1.297
0.066,0.449,-1.274
0.083,0.428,-1.237
0.087,0.417,-1.22
0.09,0.41,-1.211
0.092,0.408,-1.185
0.097,0.404,-1.168
0.106,0.408,-1.158
0.103,0.407,-1.142
0.119,0.395,-1.134
0.123,0.376,-1.118
0.13,0.331,-1.101
0.143,0.307,-1.095
0.147,0.297,-1.072
0.147,0.302,-1.037
0.151,0.305,-1.01
0.159,0.273,-1.02
0.154,0.283,-0.974
0.163,0.257,-0.958
0.165,0.252,-0.935
0.173,0.204,-0.938
0.181,0.198,-0.876
0.213,0.132,-0.91
0.22,0.171,-0.841
0.227,0.199,-0.801
0.265,0.122,-0.822
0.256,0.125,-0.807
0.252,0.128,-0.785
0.266,0.142,-0.722
0.29,0.162,-0.743
0.298,0.08,-0.713
0.305,0.061,-0.7
0.318,0.014,-0.69
0.332,0.002,-0.694
0.347,0.006,-0.658
0.373,-0.01,-0.647
0.385,-0.034,-0.627
0.363,-0.041,-0.613
0.365,-0.048,-0.593
0.371,-0.063,-0.565
0.373,-0.084,-0.55
0.387,-0.097,-0.538
0.405,-0.107,-0.526
0.41,-0.129,-0.516
0.424,-0.142,-0.512
0.433,-0.172,-0.506
0.441,-0.194,-0.487
0.445,-0.192,-0.468
0.432,-0.182,-0.46
0.439,-0.183,-0.451
0.439,-0.16,-0.413
0.434,-0.18,-0.397
0.447,-0.242,-0.421
0.475,-0.263,-0.372
0.484,-0.278,-0.365
0.494,-0.278,-0.351
0.498,-0.263,-0.315
0.646,-0.351,1.095
0.65,-0.394,1.1
0.646,-0.376,1.112
0.661,-0.346,1.127
0.663,-0.316,1.125
0.651,-0.301,1.114
0.649,-0.279,1.104
0.645,-0.283,1.082
0.638,-0.287,1.068
0.642,-0.289,1.05
0.644,-0.288,1.045
0.644,-0.287,1.042
0.642,-0.287,1.04
0.639,-0.286,1.045
0.63,-0.287,1.051
0.617,-0.289,1.058
0.604,-0.298,1.062
0.596,-0.305,1.074
0.585,-0.309,1.068
0.575,-0.323,1.065
0.573,-0.335,1.058
0.566,-0.339,1.049
0.566,-0.34,1.044
0.565,-0.342,1.033
0.566,-0.344,1.021
0.564,-0.341,1
0.565,-0.348,0.981
0.571,-0.34,0.968
0.58,-0.332,0.938
0.585,-0.33,0.921
0.592,-0.332,0.909
0.594,-0.341,0.891
0.597,-0.343,0.877
0.604,-0.349,0.871
0.609,-0.35,0.865
0.605,-0.345,0.846
0.595,-0.333,0.837
0.591,-0.325,0.828
0.583,-0.32,0.83
0.571,-0.314,0.837
0.566,-0.308,0.849
0.553,-0.307,0.863
0.549,-0.307,0.87
0.549,-0.31,0.885
0.546,-0.313,0.897
0.549,-0.319,0.903
0.552,-0.322,0.912
0.558,-0.328,0.917
0.567,-0.334,0.914
0.57,-0.337,0.905
0.574,-0.34,0.895
0.585,-0.331,0.886
0.593,-0.325,0.868
0.609,-0.326,0.84
0.617,-0.327,0.82
0.622,-0.335,0.786
0.637,-0.335,0.75
0.646,-0.339,0.732
0.649,-0.333,0.694
0.653,-0.332,0.676
0.655,-0.336,0.634
0.656,-0.334,0.596
0.648,-0.334,0.58
0.643,-0.345,0.553
0.644,-0.336,0.534
0.636,-0.332,0.497
0.621,-0.336,0.483
0.613,-0.349,0.457
0.609,-0.353,0.448
0.594,-0.35,0.44
0.58,-0.359,0.414
0.571,-0.366,0.387
0.559,-0.375,0.374
0.553,-0.379,0.366
0.551,-0.378,0.346
0.541,-0.379,0.335
0.541,-0.386,0.314
0.538,-0.388,0.3
0.529,-0.381,0.282
0.526,-0.381,0.23
0.532,-0.383,0.18
0.536,-0.385,0.153
0.537,-0.38,0.099
0.54,-0.377,0.039
0.543,-0.366,0.008
0.542,-0.354,-0.053
0.537,-0.352,-0.102
0.529,-0.354,-0.119
0.523,-0.355,-0.157
0.512,-0.356,-0.179
0.495,-0.36,-0.193
0.5,-0.383,-0.198
0.492,-0.391,-0.229
0.469,-0.394,-0.237
0.458,-0.398,-0.248
0.455,-0.398,-0.266
0.456,-0.394,-0.276
0.454,-0.391,-0.297
0.452,-0.392,-0.327
0.441,-0.387,-0.34
0.433,-0.38,-0.368
0.431,-0.369,-0.4
0.442,-0.381,-0.415
0.437,-0.364,-0.442
0.419,-0.345,-0.543
0.453,-0.372,-0.529
0.443,-0.325,-0.543
0.423,-0.306,-0.63
0.406,-0.302,-0.655
0.405,-0.319,-0.668
0.393,-0.336,-0.705
0.379,-0.354,-0.723
0.358,-0.346,-0.744
0.352,-0.353,-0.767
0.35,-0.357,-0.753
0.321,-0.35,-0.767
0.336,-0.366,-0.764
0.316,-0.362,-0.753
0.316,-0.353,-0.738
0.182,0.469,-1.382
0.188,0.501,-1.409
0.196,0.54,-1.465
0.202,0.576,-1.519
0.214,0.592,-1.589
0.227,0.612,-1.622
0.237,0.626,-1.677
0.249,0.631,-1.699
0.256,0.635,-1.725
0.263,0.5,-1.73
0.264,0.603,-1.723
0.264,0.574,-1.675
0.267,0.555,-1.599
0.263,0.521,-1.557
0.257,0.494,-1.478
0.243,0.478,-1.441
0.23,0.452,-1.37
0.224,0.444,-1.314
0.213,0.427,-1.29
0.201,0.413,-1.251
0.195,0.408,-1.221
0.177,0.407,-1.212
0.165,0.409,-1.195
0.16,0.407,-1.184
0.154,0.405,-1.183
0.147,0.4,-1.182
0.145,0.395,-1.183
0.143,0.389,-1.183
0.144,0.385,-1.183
0.15,0.382,-1.188
0.16,0.386,-1.191
0.167,0.375,-1.204
0.176,0.369,-1.218
0.18,0.363,-1.22
0.185,0.366,-1.233
0.188,0.363,-1.247
0.184,0.362,-1.254
0.179,0.367,-1.261
0.172,0.376,-1.261
0.169,0.377,-1.269
0.168,0.36,-1.281
0.161,0.356,-1.284
0.157,0.35,-1.296
0.149,0.35,-1.315
0.144,0.354,-1.321
0.139,0.356,-1.333
0.133,0.355,-1.339
0.126,0.343,-1.353
0.119,0.345,-1.366
0.115,0.347,-1.373
0.116,0.341,-1.385
0.11,0.341,-1.39
0.108,0.336,-1.395
0.108,0.333,-1.399
0.108,0.332,-1.398
0.11,0.327,-1.389
0.112,0.331,-1.379
0.11,0.336,-1.363
0.111,0.334,-1.357
0.111,0.328,-1.353
0.118,0.327,-1.341
0.119,0.324,-1.33
0.122,0.318,-1.318
0.127,0.315,-1.301
0.139,0.302,-1.288
0.152,0.283,-1.266
0.153,0.263,-1.251
0.163,0.258,-1.239
0.17,0.252,-1.21
0.169,0.26,-1.169
0.168,0.251,-1.17
0.165,0.23,-1.151
0.172,0.216,-1.127
0.183,0.2,-1.116
0.187,0.181,-1.103
0.19,0.19,-1.082
0.193,0.171,-1.078
0.19,0.176,-1.041
0.185,0.207,-1.018
0.197,0.113,-1.072
0.185,0.124,-1.046
0.197,0.18,-0.966
0.215,0.175,-0.967
0.223,0.117,-0.973
0.234,0.059,-0.938
0.243,0.009,-0.94
0.252,0.022,-0.921
0.251,0.139,-0.806
0.267,0.117,-0.889
0.251,0.07,-0.835
0.244,0.005,-0.804
0.254,-0.034,-0.788
0.279,-0.078,-0.782
0.303,-0.064,-0.762
0.313,-0.052,-0.751
0.327,-0.06,-0.719
0.338,-0.048,-0.705
0.346,-0.059,-0.675
0.349,-0.068,-0.641
0.355,-0.08,-0.627
0.367,-0.08,-0.608
0.37,-0.089,-0.58
0.379,-0.093,-0.556
0.391,-0.125,-0.544
0.404,-0.166,-0.516
0.413,-0.188,-0.492
0.425,-0.207,-0.471
0.444,-0.225,-0.452
0.436,-0.195,-0.446
0.42,-0.192,-0.422
0.433,-0.211,-0.402
0.443,-0.228,-0.367
0.442,-0.243,-0.334
0.438,-0.25,-0.305
0.441,-0.265,-0.289
0.444,-0.268,-0.26
0.445,-0.269,-0.204
0.427,-0.215,-0.192
0.429,-0.19,-0.128
0.603,-0.336,1.149
0.6,-0.346,1.161
0.584,-0.323,1.167
0.598,-0.297,1.206
0.625,-0.278,1.233
0.619,-0.24,1.239
0.608,-0.216,1.228
0.597,-0.218,1.219
0.595,-0.232,1.213
0.592,-0.242,1.21
0.585,-0.251,1.208
0.581,-0.255,1.199
0.569,-0.255,1.195
0.568,-0.257,1.192
0.568,-0.262,1.183
0.563,-0.265,1.17
0.555,-0.274,1.162
0.55,-0.289,1.147
0.544,-0.292,1.13
0.533,-0.29,1.119
0.529,-0.291,1.096
0.521,-0.292,1.072
0.518,-0.299,1.061
0.516,-0.31,1.041
0.517,-0.316,1.028
0.52,-0.328,1.022
0.519,-0.331,1.009
0.517,-0.333,0.989
0.507,-0.33,0.981
0.504,-0.328,0.972
0.501,-0.326,0.966
0.498,-0.319,0.963
0.499,-0.317,0.962
0.499,-0.319,0.96
0.498,-0.318,0.962
0.498,-0.316,0.962
0.504,-0.316,0.959
0.506,-0.313,0.953
0.513,-0.314,0.953
0.514,-0.313,0.951
0.512,-0.311,0.956
0.514,-0.311,0.958
0.518,-0.307,0.963
0.52,-0.309,0.966
0.526,-0.315,0.964
0.525,-0.317,0.959
0.528,-0.32,0.961
0.53,-0.325,0.958
0.54,-0.324,0.95
0.546,-0.331,0.949
0.554,-0.332,0.946
0.556,-0.325,0.938
0.558,-0.316,0.898
0.561,-0.31,0.874
0.573,-0.3,0.863
0.58,-0.302,0.826
0.586,-0.301,0.793
0.59,-0.304,0.779
0.591,-0.302,0.739
0.59,-0.296,0.717
0.586,-0.303,0.674
0.587,-0.305,0.638
0.586,-0.301,0.619
0.59,-0.304,0.584
0.592,-0.301,0.564
0.589,-0.297,0.53
0.579,-0.295,0.505
0.581,-0.309,0.498
0.574,-0.322,0.481
0.571,-0.333,0.463
0.572,-0.346,0.453
0.568,-0.355,0.419
0.562,-0.367,0.397
0.556,-0.375,0.383
0.555,-0.375,0.367
0.553,-0.381,0.356
0.547,-0.38,0.306
0.543,-0.378,0.259
0.537,-0.382,0.21
0.521,-0.361,0.175
0.516,-0.361,0.127
0.497,-0.347,0.097
0.475,-0.328,0.038
0.472,-0.332,-0.016
0.456,-0.327,-0.056
0.44,-0.319,-0.081
0.44,-0.321,-0.12
0.445,-0.325,-0.139
0.452,-0.335,-0.179
0.453,-0.341,-0.219
0.464,-0.354,-0.227
0.473,-0.373,-0.264
0.461,-0.381,-0.324
0.432,-0.384,-0.343
0.404,-0.379,-0.379
0.398,-0.253,-0.412
0.384,-0.366,-0.429
0.379,-0.359,-0.465
